click_time,keystroke,label,mouse_movement,session,which_key
"[[1524552446017.0, 1.0], [1524552446017.0, 0.0], [1524552455050.0, 1.0], [1524552455050.0, 0.0]]","[[1524552446551.0, 1524552446574.0, 0.0], [1524552446551.0, 1524552446625.0, 0.0], [1524552446753.0, 1524552446820.0, 0.0], [1524552446850.0, 1524552446928.0, 0.0], [1524552446939.0, 1524552446981.0, 0.0], [1524552447050.0, 1524552447140.0, 0.0], [1524552447209.0, 1524552447310.0, 0.0], [1524552447969.0, 1524552448027.0, 0.0], [1524552447969.0, 1524552448045.0, 0.0], [1524552448241.0, 1524552448319.0, 0.0], [1524552448241.0, 1524552448344.0, 0.0], [1524552448443.0, 1524552448540.0, 0.0], [1524552448542.0, 1524552448643.0, 0.0], [1524552448672.0, 1524552448769.0, 0.0], [1524552449172.0, 1524552449275.0, 0.0], [1524552449583.0, 1524552449682.0, 0.0], [1524552449583.0, 1524552449700.0, 0.0], [1524552449836.0, 1524552449902.0, 0.0], [1524552450022.0, 1524552450057.0, 0.0], [1524552450022.0, 1524552450094.0, 0.0], [1524552450933.0, 1524552451025.0, 0.0], [1524552450933.0, 1524552451031.0, 0.0], [1524552451165.0, 1524552451234.0, 0.0], [1524552451334.0, 1524552451413.0, 0.0], [1524552451418.0, 1524552451459.0, 0.0], [1524552451535.0, 1524552451588.0, 0.0], [1524552451786.0, 1524552451877.0, 0.0], [1524552451980.0, 1524552452038.0, 0.0], [1524552451980.0, 1524552452084.0, 0.0], [1524552452691.0, 1524552452744.0, 0.0], [1524552452825.0, 1524552452900.0, 0.0], [1524552452980.0, 1524552453041.0, 0.0], [1524552453578.0, 1524552453673.0, 0.0], [1524552453825.0, 1524552453829.0, 0.0], [1524552453882.0, 1524552453923.0, 0.0], [1524552453882.0, 1524552453980.0, 0.0], [1524552455503.0, 1524552455606.0, 1.0], [1524552455723.0, 1524552455764.0, 1.0], [1524552455790.0, 1524552455820.0, 1.0], [1524552455790.0, 1524552455873.0, 1.0], [1524552456164.0, 1524552456188.0, 1.0], [1524552456164.0, 1524552456234.0, 1.0], [1524552456434.0, 1524552456436.0, 1.0], [1524552456434.0, 1524552456530.0, 1.0], [1524552456749.0, 1524552456836.0, 1.0], [1524552457525.0, 1524552457634.0, 1.0], [1524552457525.0, 1524552457643.0, 1.0], [1524552458266.0, 1524552458328.0, 1.0], [1524552458266.0, 1524552458365.0, 1.0], [1524552458753.0, 1524552458811.0, 1.0], [1524552458753.0, 1524552458863.0, 1.0], [1524552459592.0, 1524552459631.0, 1.0], [1524552459592.0, 1524552459691.0, 1.0], [1524552459887.0, 1524552460008.0, 1.0], [1524552460029.0, 1524552460144.0, 1.0], [1524552460364.0, 1524552460509.0, 1.0]]",0,"[[784.5499877929688, 123.63999938964844, 1524552445484.0], [780.0, 126.36000061035156, 1524552445493.0], [777.2799682617188, 128.17999267578125, 1524552445504.0], [773.6399536132812, 130.0, 1524552445513.0], [771.8200073242188, 131.8199920654297, 1524552445523.0], [770.9099731445312, 132.72999572753906, 1524552445533.0], [770.0, 134.5500030517578, 1524552445543.0], [769.0899658203125, 135.45999145507812, 1524552445554.0], [768.1900024414062, 136.36000061035156, 1524552445563.0], [766.3699951171875, 138.17999267578125, 1524552445573.0], [765.4599609375, 140.0, 1524552445583.0], [765.4599609375, 140.91000366210938, 1524552445593.0], [764.5499877929688, 142.72999572753906, 1524552445604.0], [764.5499877929688, 144.5500030517578, 1524552445613.0], [763.6399536132812, 146.36000061035156, 1524552445623.0], [763.6399536132812, 148.17999267578125, 1524552445633.0], [763.6399536132812, 149.08999633789062, 1524552445654.0], [763.6399536132812, 150.0, 1524552445663.0], [763.6399536132812, 150.91000366210938, 1524552445673.0], [763.6399536132812, 152.72999572753906, 1524552445684.0], [763.6399536132812, 153.63999938964844, 1524552445694.0], [763.6399536132812, 154.5500030517578, 1524552445713.0], [763.6399536132812, 155.45999145507812, 1524552445723.0], [763.6399536132812, 156.36000061035156, 1524552445733.0], [763.6399536132812, 157.26998901367188, 1524552445743.0], [763.6399536132812, 158.17999267578125, 1524552445763.0], [763.6399536132812, 159.08999633789062, 1524552445783.0], [763.6399536132812, 160.0, 1524552445813.0], [763.6399536132812, 163.63999938964844, 1524552454435.0], [763.6399536132812, 168.17999267578125, 1524552454446.0], [763.6399536132812, 171.8199920654297, 1524552454457.0], [763.6399536132812, 175.45999145507812, 1524552454466.0], [763.6399536132812, 178.17999267578125, 1524552454476.0], [763.6399536132812, 180.9099884033203, 1524552454487.0], [763.6399536132812, 182.72999572753906, 1524552454496.0], [763.6399536132812, 184.5500030517578, 1524552454506.0], [764.5499877929688, 186.36000061035156, 1524552454516.0], [764.5499877929688, 188.17999267578125, 1524552454526.0], [764.5499877929688, 189.08999633789062, 1524552454536.0], [764.5499877929688, 190.0, 1524552454556.0], [764.5499877929688, 190.9099884033203, 1524552454567.0], [764.5499877929688, 191.8199920654297, 1524552454586.0], [764.5499877929688, 192.72999572753906, 1524552454596.0], [765.4599609375, 194.5500030517578, 1524552454606.0], [765.4599609375, 195.45999145507812, 1524552454616.0], [765.4599609375, 196.36000061035156, 1524552454626.0], [765.4599609375, 198.17999267578125, 1524552454637.0], [765.4599609375, 199.08999633789062, 1524552454646.0], [765.4599609375, 200.0, 1524552454656.0], [765.4599609375, 200.9099884033203, 1524552454666.0], [765.4599609375, 201.8199920654297, 1524552454675.0], [765.4599609375, 202.72999572753906, 1524552454695.0], [776.3699951171875, 207.26998901367188, 1524552461075.0], [788.1900024414062, 211.8199920654297, 1524552461085.0], [794.5499877929688, 214.54998779296875, 1524552461094.0], [799.0899658203125, 216.36000061035156, 1524552461104.0], [803.6399536132812, 219.08999633789062, 1524552461114.0], [805.4599609375, 220.0, 1524552461124.0], [807.2799682617188, 220.9099884033203, 1524552461135.0], [808.1900024414062, 221.8199920654297, 1524552461144.0], [809.0899658203125, 222.72999572753906, 1524552461154.0], [810.0, 223.63999938964844, 1524552461164.0], [810.9099731445312, 226.36000061035156, 1524552461174.0], [811.8200073242188, 229.08999633789062, 1524552461184.0], [811.8200073242188, 231.8199920654297, 1524552461194.0], [812.72998046875, 233.63999938964844, 1524552461203.0], [813.6399536132812, 236.36000061035156, 1524552461213.0], [813.6399536132812, 237.26998901367188, 1524552461224.0], [814.5499877929688, 239.08999633789062, 1524552461233.0], [814.5499877929688, 240.0, 1524552461243.0], [814.5499877929688, 240.9099884033203, 1524552461254.0], [815.4599609375, 241.8199920654297, 1524552461273.0], [815.4599609375, 242.72999572753906, 1524552461283.0], [815.4599609375, 243.63999938964844, 1524552461303.0], [815.4599609375, 244.54998779296875, 1524552461313.0], [815.4599609375, 245.45999145507812, 1524552461333.0], [816.3699951171875, 246.36000061035156, 1524552461352.0], [816.3699951171875, 247.26998901367188, 1524552461363.0], [816.3699951171875, 249.08999633789062, 1524552461393.0], [816.3699951171875, 250.0, 1524552461402.0]]",5aded314bd7a2e36d04d8278,"[16, 70, 65, 76, 65, 65, 72, 16, 189, 16, 65, 82, 73, 70, 16, 189, 75, 72, 65, 78, 16, 16, 16, 16, 16, 16, 50, 68, 69, 76, 76, 67, 79, 77, 8, 8, 8, 190, 67, 79, 77, 66, 73, 78, 71, 16, 68, 65, 78, 69, 16, 189, 57, 48, 56, 48, 16, 50, 77, 69, 13]"
"[[1524552498086.0, 1.0], [1524552498086.0, 0.0], [1524552506119.0, 1.0], [1524552506119.0, 0.0]]","[[1524552498576.0, 1524552498654.0, 0.0], [1524552498576.0, 1524552498660.0, 0.0], [1524552498816.0, 1524552498931.0, 0.0], [1524552498968.0, 1524552499043.0, 0.0], [1524552499076.0, 1524552499121.0, 0.0], [1524552499186.0, 1524552499290.0, 0.0], [1524552499342.0, 1524552499450.0, 0.0], [1524552500081.0, 1524552500223.0, 0.0], [1524552500081.0, 1524552500282.0, 0.0], [1524552500465.0, 1524552500512.0, 0.0], [1524552500772.0, 1524552500872.0, 0.0], [1524552500772.0, 1524552500875.0, 0.0], [1524552501190.0, 1524552501248.0, 0.0], [1524552501190.0, 1524552501267.0, 0.0], [1524552501469.0, 1524552501472.0, 0.0], [1524552501469.0, 1524552501578.0, 0.0], [1524552501600.0, 1524552501697.0, 0.0], [1524552502410.0, 1524552502483.0, 0.0], [1524552502410.0, 1524552502527.0, 0.0], [1524552503017.0, 1524552503080.0, 0.0], [1524552503017.0, 1524552503130.0, 0.0], [1524552503257.0, 1524552503323.0, 0.0], [1524552503469.0, 1524552503485.0, 0.0], [1524552503469.0, 1524552503547.0, 0.0], [1524552504080.0, 1524552504138.0, 0.0], [1524552504080.0, 1524552504159.0, 0.0], [1524552504305.0, 1524552504367.0, 0.0], [1524552504541.0, 1524552504556.0, 0.0], [1524552504541.0, 1524552504585.0, 0.0], [1524552504657.0, 1524552504699.0, 0.0], [1524552504814.0, 1524552504871.0, 0.0], [1524552504999.0, 1524552505001.0, 0.0], [1524552505079.0, 1524552505124.0, 0.0], [1524552505079.0, 1524552505179.0, 0.0], [1524552506728.0, 1524552506764.0, 1.0], [1524552506802.0, 1524552506848.0, 1.0], [1524552506802.0, 1524552506901.0, 1.0], [1524552506918.0, 1524552507002.0, 1.0], [1524552507317.0, 1524552507380.0, 1.0], [1524552507317.0, 1524552507388.0, 1.0], [1524552507502.0, 1524552507579.0, 1.0], [1524552507587.0, 1524552507689.0, 1.0], [1524552507721.0, 1524552507808.0, 1.0], [1524552507916.0, 1524552508016.0, 1.0], [1524552508825.0, 1524552508938.0, 1.0], [1524552508825.0, 1524552508939.0, 1.0], [1524552509316.0, 1524552509371.0, 1.0], [1524552509316.0, 1524552509419.0, 1.0], [1524552509755.0, 1524552509817.0, 1.0], [1524552509755.0, 1524552509868.0, 1.0], [1524552510346.0, 1524552510405.0, 1.0], [1524552510346.0, 1524552510450.0, 1.0], [1524552510662.0, 1524552510798.0, 1.0], [1524552510859.0, 1524552510965.0, 1.0]]",0,"[[754.5499877929688, 174.5500030517578, 1524552497304.0], [752.72998046875, 170.0, 1524552497313.0], [750.9099731445312, 165.45999145507812, 1524552497323.0], [749.0899658203125, 161.8199920654297, 1524552497333.0], [747.2799682617188, 158.17999267578125, 1524552497343.0], [746.3699951171875, 155.45999145507812, 1524552497353.0], [745.4599609375, 152.72999572753906, 1524552497362.0], [744.5499877929688, 149.08999633789062, 1524552497373.0], [743.6399536132812, 147.27000427246094, 1524552497382.0], [743.6399536132812, 145.45999145507812, 1524552497392.0], [742.72998046875, 143.63999938964844, 1524552497403.0], [742.72998046875, 141.8199920654297, 1524552497413.0], [741.8200073242188, 140.91000366210938, 1524552497432.0], [741.8200073242188, 139.08999633789062, 1524552497443.0], [741.8200073242188, 138.17999267578125, 1524552497452.0], [741.8200073242188, 137.27000427246094, 1524552497462.0], [741.8200073242188, 136.36000061035156, 1524552497472.0], [741.8200073242188, 135.45999145507812, 1524552497493.0], [741.8200073242188, 134.5500030517578, 1524552497503.0], [741.8200073242188, 133.63999938964844, 1524552497513.0], [741.8200073242188, 132.72999572753906, 1524552497523.0], [741.8200073242188, 131.8199920654297, 1524552497543.0], [741.8200073242188, 130.91000366210938, 1524552497553.0], [741.8200073242188, 130.0, 1524552497613.0], [741.8200073242188, 131.8199920654297, 1524552497683.0], [743.6399536132812, 136.36000061035156, 1524552497692.0], [744.5499877929688, 140.91000366210938, 1524552497703.0], [746.3699951171875, 145.45999145507812, 1524552497712.0], [747.2799682617188, 148.17999267578125, 1524552497722.0], [747.2799682617188, 150.0, 1524552497733.0], [748.1900024414062, 151.8199920654297, 1524552497742.0], [748.1900024414062, 152.72999572753906, 1524552497752.0], [748.1900024414062, 153.63999938964844, 1524552497762.0], [748.1900024414062, 154.5500030517578, 1524552497802.0], [748.1900024414062, 155.45999145507812, 1524552497822.0], [748.1900024414062, 156.36000061035156, 1524552497832.0], [749.0899658203125, 157.26998901367188, 1524552497843.0], [749.0899658203125, 158.17999267578125, 1524552497852.0], [749.0899658203125, 159.08999633789062, 1524552497863.0], [749.0899658203125, 160.0, 1524552497872.0], [749.0899658203125, 160.91000366210938, 1524552497882.0], [751.8200073242188, 166.36000061035156, 1524552505637.0], [752.72998046875, 170.0, 1524552505647.0], [753.6399536132812, 174.5500030517578, 1524552505657.0], [754.5499877929688, 176.36000061035156, 1524552505665.0], [755.4599609375, 179.08999633789062, 1524552505675.0], [755.4599609375, 180.9099884033203, 1524552505686.0], [755.4599609375, 182.72999572753906, 1524552505696.0], [755.4599609375, 183.63999938964844, 1524552505705.0], [755.4599609375, 185.45999145507812, 1524552505715.0], [755.4599609375, 186.36000061035156, 1524552505725.0], [755.4599609375, 187.26998901367188, 1524552505735.0], [755.4599609375, 188.17999267578125, 1524552505775.0], [755.4599609375, 189.08999633789062, 1524552505795.0], [755.4599609375, 190.0, 1524552505816.0], [755.4599609375, 190.9099884033203, 1524552505826.0], [755.4599609375, 191.8199920654297, 1524552505846.0], [755.4599609375, 192.72999572753906, 1524552505886.0], [755.4599609375, 193.63999938964844, 1524552505926.0], [759.0899658203125, 201.8199920654297, 1524552511396.0], [762.72998046875, 209.08999633789062, 1524552511406.0], [765.4599609375, 215.45999145507812, 1524552511416.0], [768.1900024414062, 221.8199920654297, 1524552511426.0], [770.0, 226.36000061035156, 1524552511434.0], [771.8200073242188, 230.9099884033203, 1524552511444.0], [773.6399536132812, 233.63999938964844, 1524552511454.0], [775.4599609375, 237.26998901367188, 1524552511465.0], [776.3699951171875, 239.08999633789062, 1524552511474.0], [777.2799682617188, 241.8199920654297, 1524552511485.0], [778.1900024414062, 243.63999938964844, 1524552511494.0], [780.0, 244.54998779296875, 1524552511504.0], [780.9099731445312, 246.36000061035156, 1524552511514.0], [781.8200073242188, 247.26998901367188, 1524552511524.0], [782.72998046875, 249.08999633789062, 1524552511535.0], [783.6399536132812, 249.08999633789062, 1524552511544.0], [784.5499877929688, 250.0, 1524552511554.0], [785.4599609375, 250.9099884033203, 1524552511584.0], [786.3699951171875, 250.9099884033203, 1524552511594.0], [787.2799682617188, 251.8199920654297, 1524552511604.0], [788.1900024414062, 252.72999572753906, 1524552511614.0], [789.0899658203125, 252.72999572753906, 1524552511624.0], [790.0, 253.63999938964844, 1524552511634.0], [790.9099731445312, 254.54998779296875, 1524552511654.0], [791.8200073242188, 254.54998779296875, 1524552511674.0], [792.72998046875, 254.54998779296875, 1524552511694.0], [793.6399536132812, 254.54998779296875, 1524552511734.0], [794.5499877929688, 254.54998779296875, 1524552511753.0], [795.4599609375, 254.54998779296875, 1524552511774.0], [796.3699951171875, 254.54998779296875, 1524552511784.0]]",5aded343bd7a2e36d04d827a,"[16, 70, 65, 76, 65, 65, 72, 16, 48, 8, 16, 189, 16, 65, 82, 73, 70, 16, 16, 16, 189, 16, 75, 72, 65, 78, 16, 50, 68, 69, 76, 76, 190, 67, 79, 77, 66, 73, 78, 71, 16, 68, 65, 78, 67, 69, 16, 189, 57, 48, 56, 48, 16, 50, 77, 69]"
"[[1524552530289.0, 1.0], [1524552530289.0, 0.0], [1524552536991.0, 1.0], [1524552536992.0, 0.0]]","[[1524552530814.0, 1524552530902.0, 0.0], [1524552530814.0, 1524552530907.0, 0.0], [1524552531153.0, 1524552531156.0, 0.0], [1524552531153.0, 1524552531234.0, 0.0], [1524552531289.0, 1524552531339.0, 0.0], [1524552531408.0, 1524552531489.0, 0.0], [1524552531531.0, 1524552531626.0, 0.0], [1524552532070.0, 1524552532162.0, 0.0], [1524552532070.0, 1524552532165.0, 0.0], [1524552532337.0, 1524552532425.0, 0.0], [1524552532337.0, 1524552532516.0, 0.0], [1524552532574.0, 1524552532657.0, 0.0], [1524552532804.0, 1524552532814.0, 0.0], [1524552532804.0, 1524552532895.0, 0.0], [1524552533287.0, 1524552533379.0, 0.0], [1524552533287.0, 1524552533404.0, 0.0], [1524552533655.0, 1524552533735.0, 0.0], [1524552533655.0, 1524552533757.0, 0.0], [1524552533871.0, 1524552533939.0, 0.0], [1524552534057.0, 1524552534109.0, 0.0], [1524552534057.0, 1524552534119.0, 0.0], [1524552534834.0, 1524552534896.0, 0.0], [1524552534834.0, 1524552534903.0, 0.0], [1524552535071.0, 1524552535154.0, 0.0], [1524552535331.0, 1524552535334.0, 0.0], [1524552535331.0, 1524552535380.0, 0.0], [1524552535440.0, 1524552535480.0, 0.0], [1524552535604.0, 1524552535670.0, 0.0], [1524552535716.0, 1524552535806.0, 0.0], [1524552535885.0, 1524552535930.0, 0.0], [1524552535885.0, 1524552535980.0, 0.0], [1524552537358.0, 1524552537469.0, 1.0], [1524552538096.0, 1524552538116.0, 1.0], [1524552538096.0, 1524552538195.0, 1.0], [1524552538231.0, 1524552538289.0, 1.0], [1524552538671.0, 1524552538728.0, 1.0], [1524552538671.0, 1524552538745.0, 1.0], [1524552538931.0, 1524552538991.0, 1.0], [1524552539017.0, 1524552539114.0, 1.0], [1524552539133.0, 1524552539218.0, 1.0], [1524552539317.0, 1524552539400.0, 1.0], [1524552540581.0, 1524552540680.0, 1.0], [1524552540581.0, 1524552540692.0, 1.0], [1524552541034.0, 1524552541096.0, 1.0], [1524552541034.0, 1524552541117.0, 1.0], [1524552541417.0, 1524552541466.0, 1.0], [1524552541417.0, 1524552541526.0, 1.0], [1524552541980.0, 1524552542027.0, 1.0], [1524552541980.0, 1524552542073.0, 1.0], [1524552542256.0, 1524552542378.0, 1.0], [1524552542420.0, 1524552542548.0, 1.0]]",0,"[[772.72998046875, 149.08999633789062, 1524552529563.0], [771.8200073242188, 149.08999633789062, 1524552529577.0], [770.9099731445312, 149.08999633789062, 1524552529955.0], [770.0, 149.08999633789062, 1524552529976.0], [769.0899658203125, 149.08999633789062, 1524552529996.0], [768.1900024414062, 150.0, 1524552530006.0], [767.2799682617188, 150.91000366210938, 1524552530026.0], [767.2799682617188, 151.8199920654297, 1524552530037.0], [766.3699951171875, 151.8199920654297, 1524552530046.0], [766.3699951171875, 152.72999572753906, 1524552530057.0], [766.3699951171875, 153.63999938964844, 1524552530077.0], [766.3699951171875, 154.5500030517578, 1524552530086.0], [766.3699951171875, 156.36000061035156, 1524552536438.0], [765.4599609375, 158.17999267578125, 1524552536448.0], [765.4599609375, 160.0, 1524552536458.0], [765.4599609375, 161.8199920654297, 1524552536468.0], [765.4599609375, 163.63999938964844, 1524552536478.0], [765.4599609375, 164.5500030517578, 1524552536487.0], [765.4599609375, 166.36000061035156, 1524552536498.0], [765.4599609375, 167.26998901367188, 1524552536508.0], [765.4599609375, 169.08999633789062, 1524552536518.0], [765.4599609375, 170.91000366210938, 1524552536537.0], [765.4599609375, 171.8199920654297, 1524552536548.0], [765.4599609375, 172.72999572753906, 1524552536557.0], [765.4599609375, 173.63999938964844, 1524552536568.0], [765.4599609375, 175.45999145507812, 1524552536578.0], [765.4599609375, 177.26998901367188, 1524552536588.0], [765.4599609375, 179.08999633789062, 1524552536597.0], [765.4599609375, 180.0, 1524552536607.0], [765.4599609375, 181.8199920654297, 1524552536617.0], [765.4599609375, 185.45999145507812, 1524552536627.0], [765.4599609375, 187.26998901367188, 1524552536647.0], [765.4599609375, 189.08999633789062, 1524552536656.0], [765.4599609375, 190.0, 1524552536667.0], [765.4599609375, 190.9099884033203, 1524552536677.0], [765.4599609375, 191.8199920654297, 1524552536687.0], [765.4599609375, 192.72999572753906, 1524552536697.0], [765.4599609375, 193.63999938964844, 1524552536717.0], [765.4599609375, 194.5500030517578, 1524552536727.0], [765.4599609375, 196.36000061035156, 1524552536738.0], [766.3699951171875, 197.26998901367188, 1524552536747.0], [766.3699951171875, 199.08999633789062, 1524552536757.0], [766.3699951171875, 200.9099884033203, 1524552536766.0], [766.3699951171875, 201.8199920654297, 1524552536775.0], [766.3699951171875, 202.72999572753906, 1524552536785.0], [766.3699951171875, 203.63999938964844, 1524552536795.0], [771.8200073242188, 208.17999267578125, 1524552542900.0], [776.3699951171875, 212.72999572753906, 1524552542910.0], [781.8200073242188, 219.08999633789062, 1524552542919.0], [784.5499877929688, 223.63999938964844, 1524552542928.0], [786.3699951171875, 227.26998901367188, 1524552542939.0], [788.1900024414062, 231.8199920654297, 1524552542947.0], [789.0899658203125, 234.54998779296875, 1524552542957.0], [790.0, 236.36000061035156, 1524552542967.0], [791.8200073242188, 239.08999633789062, 1524552542977.0], [793.6399536132812, 242.72999572753906, 1524552542987.0], [794.5499877929688, 245.45999145507812, 1524552542997.0], [796.3699951171875, 248.17999267578125, 1524552543007.0], [797.2799682617188, 250.9099884033203, 1524552543018.0], [798.1900024414062, 254.54998779296875, 1524552543028.0], [800.0, 256.3599853515625, 1524552543037.0], [801.8200073242188, 258.17999267578125, 1524552543047.0], [802.72998046875, 260.0, 1524552543057.0], [802.72998046875, 260.9100036621094, 1524552543068.0], [802.72998046875, 261.82000732421875, 1524552543077.0], [803.6399536132812, 262.72998046875, 1524552543087.0], [804.5499877929688, 262.72998046875, 1524552543118.0], [804.5499877929688, 263.6399841308594, 1524552543138.0]]",5aded361bd7a2e36d04d827c,"[16, 70, 65, 76, 65, 65, 72, 16, 189, 16, 65, 82, 73, 70, 16, 189, 16, 75, 72, 65, 78, 16, 16, 16, 50, 68, 69, 76, 76, 190, 67, 79, 77, 66, 73, 78, 71, 16, 68, 65, 78, 67, 69, 16, 189, 57, 48, 56, 48, 16, 50, 77, 69]"
